var_a,var_b,level,pearson_r,spearman_rho,n,p_value,p_fdr,note
joint_coop,dd_absorbed,dyad,-0.4054911026206062,-0.3494554220402662,12000,2.4337653019237245e-57,4.670862700661694e-57,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
n_switch,longest_dd,dyad,-0.0406705715269659,0.3476979828688863,12000,0.02456832200983326,0.026372775038804065,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
p_CD,n_switch,dyad,0.11047694586070346,0.34749183477362316,12000,3.5541864055345665e-07,4.370844123311117e-07,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
first_coop,n_rules_fit,agent_game,0.405332646394541,0.3432719940343382,24000,1.0535172859116855e-136,2.9436512400473567e-136,empirical
coop_late,n_rules_fit,agent_game,0.41227302483588546,0.34319772674520904,24000,6.091634519584847e-154,1.7806316288017245e-153,empirical
coop_rate_2,dd_absorbed,dyad,-0.3401732985165278,-0.34313736581108223,12000,6.264920303765229e-45,1.16130230021014e-44,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_efficiency,dd_absorbed,dyad,-0.31978386051992186,-0.3389401998324998,12000,3.310357320135929e-46,6.166351870841436e-46,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_utility,dd_absorbed,dyad,-0.31978386051992275,-0.338388017351555,12000,3.3103573201350776e-46,6.166351870841436e-46,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
p_CC,p_CD,dyad,-0.38214286107041673,-0.338011525069886,12000,1.6492855369487101e-80,3.708452686630236e-80,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
joint_coop,n_switch,dyad,-0.2585279561874289,-0.33659816627500844,12000,1.4902173896676678e-40,2.7225125388159318e-40,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
coop_rate,rule_distance,agent_game,-0.22543516471467698,-0.3328998438549119,24000,2.646994184456439e-48,5.0042676124052083e-48,empirical
joint_utility,utility_gap,dyad,-0.37413647474461925,-0.33278804547726437,12000,6.43470396358533e-82,1.4641841354271444e-81,"construction: both are built from the same two agent utilities, one as their mean and one as their absolute difference"
joint_utility,first_dd,dyad,0.28563508768538537,0.3323345720686765,6664,3.1699264175001027e-37,5.6288413021057235e-37,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_efficiency,utility_gap,dyad,-0.37413647474461914,-0.331665682660922,12000,6.434703963587714e-82,1.4641841354271444e-81,"construction: both are built from the same two agent utilities, one as their mean and one as their absolute difference"
coop_rate_1,dd_absorbed,dyad,-0.31844107275515815,-0.3304516840433928,12000,1.14702407191652e-38,2.0559865440013095e-38,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_efficiency,first_dd,dyad,0.2856350876853855,0.32984767830034767,6664,3.1699264175016445e-37,5.6288413021057235e-37,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_coop,gini,dyad,-0.21692121874157141,-0.32940838691472185,12000,8.347233721660719e-30,1.3613514224167698e-29,empirical
joint_coop,fairness,dyad,0.21692121874157141,0.32940714415249095,12000,8.34723372166048e-30,1.3613514224167698e-29,empirical
cc_rate,cd_rate,agent_game,-0.37469590903022415,-0.3197446922985783,24000,4.4463318137425314e-299,2.0604952307589692e-298,simplex: the four outcome rates sum to 1
cc_rate,dc_rate,agent_game,-0.3746959090302241,-0.3197446922985783,24000,4.4463318137430385e-299,2.0604952307589692e-298,simplex: the four outcome rates sum to 1
cd_rate,n_rules_fit,agent_game,-0.2546290432310819,-0.31818164898252693,24000,2.9797089629482104e-59,5.866784486633783e-59,empirical
first_coop,last_coop,agent_game,0.31081797712018694,0.31081797712018655,24000,2.4620680926928177e-157,7.366817915143864e-157,empirical
coop_early,rule_distance,agent_game,-0.250944979597131,-0.30660203757970544,24000,1.6209931004486475e-62,3.276475415800458e-62,empirical
p_CC,p_DC,dyad,-0.367196950791244,-0.30129885939797163,12000,1.7487657416344104e-86,4.0768771890863555e-86,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
opp_coop_rate,n_rules_fit,agent_game,0.4279976675833876,0.29719609182916645,24000,4.253204541406747e-116,1.146253706194726e-115,empirical
opp_coop_rate,coop_early,agent_game,0.27629051626636153,0.29640665133685495,24000,6.918182772124472e-33,1.1684042015143552e-32,empirical
first_coop,rule_distance,agent_game,-0.2806605529818193,-0.2911415608354734,24000,1.979306311871537e-95,4.852492893620542e-95,empirical
joint_efficiency,p_CD,dyad,-0.2895347926607325,-0.28492726166808485,12000,7.576640047398198e-59,1.4764734451340078e-58,payoff-matrix identity: joint_utility is a linear map of the shares
joint_utility,p_CD,dyad,-0.2895347926607326,-0.2840642424082109,12000,7.576640047397549e-59,1.4764734451340078e-58,payoff-matrix identity: joint_utility is a linear map of the shares
opp_coop_rate,coop_late,agent_game,0.2629906998291335,0.2820671481527855,24000,1.1350105373629878e-31,1.908424797335997e-31,empirical
p_CC,dd_absorbed,dyad,-0.2385277331241945,-0.2800684542248261,12000,1.7227223666964136e-39,3.102533172249465e-39,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
joint_efficiency,n_switch,dyad,-0.2985753802097668,-0.27918949293986317,12000,1.3961758348745163e-75,3.014470552569978e-75,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
joint_utility,n_switch,dyad,-0.29857538020976715,-0.2776402459528316,12000,1.396175834874437e-75,3.014470552569978e-75,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
last_coop,n_rules_fit,agent_game,0.3602740018593806,0.2757744912072075,24000,1.0201521276776171e-137,2.8715393223518116e-137,empirical
cd_rate,rule_distance,agent_game,0.06655014286034618,0.2751415510697057,24000,1.4222453434200804e-05,1.6889163453113458e-05,empirical
joint_coop,p_CD,dyad,-0.1599350401788904,-0.26719653357733814,12000,1.9756520512546707e-25,3.1151360144264513e-25,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
joint_utility,p_DC,dyad,-0.2768343716839498,-0.26554461164445403,12000,1.1251213312508935e-62,2.286342812168308e-62,payoff-matrix identity: joint_utility is a linear map of the shares
joint_efficiency,p_DC,dyad,-0.27683437168394964,-0.2646745333757624,12000,1.1251213312512465e-62,2.286342812168308e-62,payoff-matrix identity: joint_utility is a linear map of the shares
joint_coop,utility_gap,dyad,-0.17376631455529556,-0.2593553326094249,12000,8.494792047738416e-20,1.2708744008427551e-19,empirical
p_exploit,coop_rate_2,dyad,-0.22233268853690905,-0.257094735439635,12000,4.252462839265322e-16,6.074946913236175e-16,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
p_exploit,coop_rate_1,dyad,-0.20405276543637554,-0.2525822897007604,12000,4.182569716694557e-14,5.779550881250659e-14,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
efficiency,pC_after_D,agent_game,-0.3153066863495393,-0.25122553139432613,16873,3.286273452384901e-100,8.437729134503939e-100,empirical
payoff_base,pC_after_D,agent_game,0.31530668634953934,0.25122553139432613,16873,3.2862734523857444e-100,8.437729134503939e-100,empirical
joint_coop,p_DC,dyad,-0.15065427165637754,-0.2505568373492339,12000,5.024235120721423e-24,7.824628466697298e-24,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
utility,pC_after_D,agent_game,-0.3153066863495396,-0.24979606965605933,16873,3.2862734523838714e-100,8.437729134503939e-100,empirical
first_coop_1,n_switch,dyad,-0.20537593339157234,-0.24272238037361404,12000,7.118677462076031e-35,1.2240259889542496e-34,empirical
gini,n_switch,dyad,0.013170187551333931,0.24164554942183347,12000,0.4497130697482101,0.4557092440115196,empirical
fairness,n_switch,dyad,-0.013170187551333909,-0.24163568050350764,12000,0.4497130697482089,0.4557092440115196,empirical
opp_coop_rate,last_coop,agent_game,0.2260109453041819,0.2372871215573331,24000,3.559231728170904e-33,6.065058550246383e-33,empirical
p_CC,n_switch,dyad,-0.31900696441082554,-0.2363295217269335,12000,2.9570132481159067e-104,7.749414029545135e-104,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
coop_late,rule_distance,agent_game,-0.1773340187057602,-0.23613328443054704,24000,5.8179071782157635e-37,1.0282812687079023e-36,empirical
gini,coop_rate_2,dyad,-0.19526937274118236,-0.2345609662512298,12000,6.298746736732476e-12,8.578938207735989e-12,empirical
fairness,coop_rate_2,dyad,0.19526937274118236,0.23455831638813945,12000,6.298746736732041e-12,8.578938207735989e-12,empirical
fairness,coop_rate_1,dyad,0.15697007177681913,0.23305464296474646,12000,2.473196385219864e-08,3.1431927303798696e-08,empirical
gini,coop_rate_1,dyad,-0.15697007177681913,-0.23305342357312397,12000,2.47319638521995e-08,3.1431927303798696e-08,empirical
opp_coop_rate,first_coop,agent_game,0.20820268500753505,0.22596082735160966,24000,4.300615345975779e-28,6.954186516897004e-28,empirical
endgame_drop,pC_after_C,agent_game,-0.21298722776583492,-0.22567385810884114,21022,5.883966783225855e-124,1.620222737410018e-123,empirical
p_exploit,dd_absorbed,dyad,-0.20503516272175895,-0.22421019037700957,12000,2.3562420951781835e-25,3.699884281684751e-25,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
p_DC,coop_rate_2,dyad,0.34469842134284867,0.22305684249815455,12000,2.2200387594537636e-146,6.3910206711547745e-146,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
coop_rate_2,n_switch,dyad,-0.17687177678880042,-0.21969887431689122,12000,5.1637737494305627e-20,7.755865710607169e-20,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
p_CD,first_coop_1,dyad,0.3095336073299466,0.21690857303052735,12000,1.4078340259368034e-160,4.349405933788498e-160,partly mechanical: agent 1's round-1 action is inside every one of these aggregates
opp_coop_rate,dc_rate,agent_game,0.3441970403993023,0.21418876651451227,24000,1.7944229065865688e-75,3.8307904747353715e-75,identity: opp_coop_rate = cc_rate + dc_rate
coop_rate,cd_rate,agent_game,0.34419704039930227,0.21418876651451227,24000,1.7944229065117866e-75,3.8307904747353715e-75,identity: coop_rate = cc_rate + cd_rate
utility_gap,n_switch,dyad,0.02015019836944253,0.20954282414708073,12000,0.2545860673318633,0.26076200966605945,empirical
coop_late,cd_rate,agent_game,0.3053071172841567,0.2056170697945696,24000,1.7386257859411398e-73,3.690937422668341e-73,partly mechanical: the outcome rates contain the focal action
p_CD,coop_rate_1,dyad,0.34363736292561503,0.20518605614921234,12000,3.3478210068116237e-161,1.0427639201544402e-160,payoff-matrix identity: joint_coop = p_CC + p_exploit/2 and joint_utility = 0.4 + 0.4 joint_coop - 0.1 p_exploit
coop_rate_2,first_dd,dyad,0.19605093920627023,0.20307260454518608,6664,1.85750012877696e-20,2.823400195740979e-20,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
coop_early,cd_rate,agent_game,0.3069914190965744,0.20302039304820196,24000,1.714618319153323e-68,3.5997511672832195e-68,partly mechanical: the outcome rates contain the focal action
p_CC,first_dd,dyad,0.1696396013169948,0.19893148460141372,6664,4.2600187888748773e-13,5.865243260045121e-13,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
n_switch,dd_absorbed,dyad,-0.1864935083608612,-0.1980581263182161,12000,1.8248661540826071e-31,3.054842020050179e-31,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
cd_rate,dc_rate,agent_game,-0.29993515495150586,-0.19265823594450118,24000,3.9782092976515417e-156,1.171875607060144e-155,simplex: the four outcome rates sum to 1
p_CD,p_DC,dyad,-0.29989156815925594,-0.19170687181668905,12000,4.8835942287378796e-91,1.1671483062392417e-90,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
utility_gap,dd_absorbed,dyad,-0.15592750331505545,-0.19126684168655472,12000,1.239289987315618e-21,1.9065999804855663e-21,empirical
fairness,dd_absorbed,dyad,0.1480038950390686,0.18623165969147867,12000,2.488149590172453e-20,3.751971604228302e-20,empirical
gini,dd_absorbed,dyad,-0.14800389503906858,-0.18620208784578932,12000,2.488149590172328e-20,3.751971604228302e-20,empirical
utility_gap,coop_rate_1,dyad,-0.1273253301324771,-0.18042007416432299,12000,4.127500996417073e-06,4.963450565311669e-06,empirical
last_coop,rule_distance,agent_game,-0.15791341810252682,-0.18004677661558438,24000,6.156804174564319e-33,1.0444578510421613e-32,empirical
utility_gap,coop_rate_2,dyad,-0.1548495628717941,-0.1790952480351842,12000,4.915627743577765e-08,6.205775888902162e-08,empirical
last_coop,cd_rate,agent_game,0.23976399410930643,0.17613018275704137,24000,1.9903734469368712e-58,3.839299034700564e-58,partly mechanical: the outcome rates contain the focal action
coop_rate_2,first_coop_1,dyad,0.15419962819088692,0.17534460185553213,12000,1.3828026517815982e-12,1.896985587281615e-12,partly mechanical: agent 1's round-1 action is inside every one of these aggregates
opp_coop_rate,rule_distance,agent_game,-0.13604895866467961,-0.17410013797242732,24000,1.491429434282697e-17,2.196679011734205e-17,empirical
first_coop,cd_rate,agent_game,0.2644074293687574,0.17283474142795685,24000,1.06399881213751e-66,2.209396440504119e-66,partly mechanical: the outcome rates contain the focal action
efficiency,pC_after_C,agent_game,-0.1871771083635806,-0.17176087046215535,21022,4.826819864070671e-26,7.642464784778837e-26,empirical
payoff_base,pC_after_C,agent_game,0.18717710836358067,0.17176087046215535,21022,4.8268198640708447e-26,7.642464784778837e-26,empirical
utility,pC_after_C,agent_game,-0.18717710836358042,-0.17021637234814777,21022,4.826819864070671e-26,7.642464784778837e-26,empirical
opp_coop_rate,pC_after_C,agent_game,0.15582011111865582,0.1698782555943054,21022,9.929327278210697e-15,1.392304193992644e-14,partly mechanical: opponent cooperation defines the conditioning event
p_DC,dd_absorbed,dyad,-0.13903362467271285,-0.16759856400823286,12000,4.0334880572189984e-25,6.307512188243701e-25,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
cc_rate,rule_distance,agent_game,-0.2701697651107442,-0.16447003133402457,24000,3.650710619567164e-80,8.160411973150131e-80,empirical
n_switch,first_dd,dyad,0.035483432431180496,0.161759564979218,6664,0.03840727398062508,0.04088169219226199,"structural bound: n_switch is forced to 0 when the agent never changes action, i.e. at cooperation rates 0 and 1"
utility,n_rules_fit,agent_game,0.2871864081938986,0.16026951397911526,24000,4.936516713873785e-60,9.770189329546607e-60,empirical
payoff_base,n_rules_fit,agent_game,-0.2871864081938983,-0.1601254105580075,24000,4.9365167138761803e-60,9.770189329546607e-60,empirical
efficiency,n_rules_fit,agent_game,0.28718640819389835,0.1601254105580075,24000,4.936516713873785e-60,9.770189329546607e-60,empirical
cd_rate,pC_after_C,agent_game,0.23618594165939938,0.1492757265529073,21022,1.004744454376171e-81,2.272636265850863e-81,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
reciprocity_1,dd_absorbed,dyad,0.14118014623705744,0.14556713351104011,6799,3.664829381565208e-14,5.1012277106035864e-14,empirical
p_CD,dd_absorbed,dyad,-0.1038846597123533,-0.1431078934865038,12000,3.881667932624927e-14,5.38333508904187e-14,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
p_DD,utility_gap,dyad,-0.3009053322207049,-0.14117619932053085,12000,4.814937922325799e-89,1.1435477565523774e-88,"exact bound: utility_gap = |p_DC - p_CD| and p_exploit = p_CD + p_DC, so utility_gap <= p_exploit always"
utility_gap,longest_dd,dyad,-0.29382497489398895,-0.13740755236111152,12000,1.6717171742567232e-61,3.3611244773415594e-61,empirical
reciprocity_1,longest_dd,dyad,0.13669520181713216,0.13698305863489493,6799,6.658776022980067e-19,9.884120659111038e-19,empirical
first_coop_1,dd_absorbed,dyad,-0.13665161360258143,-0.1366516136025811,12000,1.1616482347745137e-11,1.5765226043368402e-11,partly mechanical: agent 1's round-1 action is inside every one of these aggregates
endgame_drop,reciprocity,agent_game,-0.15557381424114278,-0.13204610066663844,13895,7.15834032102139e-15,1.0074701192548624e-14,empirical
opp_coop_rate,pC_after_D,agent_game,0.12625527862493607,0.13173376106332493,16873,9.167458052532609e-09,1.1808929016821665e-08,partly mechanical: opponent cooperation defines the conditioning event
log_scale,first_dd,dyad,0.07706925477631033,0.13103487021037688,6664,3.186334322097018e-10,4.2041911194335647e-10,empirical
p_CC,reciprocity_1,dyad,0.11335295392062411,0.12010605853393962,6799,6.817856860313189e-15,9.631173259921978e-15,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
endgame_drop,dc_rate,agent_game,0.12462835137633779,0.11840360727769518,24000,1.9895078267434128e-30,3.272783437932887e-30,empirical
p_DC,first_dd,dyad,0.08485226453917846,0.1121968035262983,6664,5.468503528420699e-06,6.555303914195159e-06,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
coop_rate,endgame_drop,agent_game,-0.10851460016513392,-0.10705810208315832,24000,3.0271617367433473e-48,5.694660692883524e-48,partly mechanical: endgame_drop = coop_early - coop_late
joint_utility,reciprocity_1,dyad,0.09232963065206669,0.10347065542475513,6799,1.0233771924749992e-10,1.3741460535000233e-10,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
joint_efficiency,reciprocity_1,dyad,0.09232963065206673,0.10256568152818413,6799,1.0233771924750175e-10,1.3741460535000233e-10,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
p_CD,p_DD,dyad,-0.156520132729009,0.10040082072805999,12000,9.907931764456922e-31,1.6369626393450567e-30,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
endgame_drop,cc_rate,agent_game,-0.09343802534346925,-0.09727688886485403,24000,1.665128071264496e-36,2.9293919772245767e-36,empirical
utility,rule_distance,agent_game,-0.06750705642738664,-0.09609076114775444,24000,7.545563683791707e-07,9.131573884843838e-07,empirical
efficiency,rule_distance,agent_game,-0.0675070564273865,-0.09560620587336519,24000,7.54556368379178e-07,9.131573884843838e-07,empirical
payoff_base,rule_distance,agent_game,0.0675070564273865,0.09560620587336519,24000,7.545563683792014e-07,9.131573884843838e-07,empirical
p_CD,longest_dd,dyad,-0.17201945693678466,0.09125909710566811,12000,1.8024547023731177e-35,3.113330849553567e-35,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
endgame_drop,pC_after_D,agent_game,-0.06323527126039385,-0.08929613817652679,16873,1.760608212993094e-09,2.2756160576101212e-09,empirical
coop_late,reciprocity,agent_game,0.08376408173467584,0.0880163230426715,13895,2.6207057736947253e-11,3.5440149252811234e-11,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
dc_rate,dd_rate,agent_game,-0.15646918426973963,0.08657316550305934,24000,1.2308214423635502e-39,2.22720070524768e-39,simplex: the four outcome rates sum to 1
cd_rate,dd_rate,agent_game,-0.1564691842697397,0.08657316550305934,24000,1.2308214423737179e-39,2.22720070524768e-39,simplex: the four outcome rates sum to 1
log_scale,n_switch,dyad,0.0937918126420847,0.08446285266841055,12000,7.852356651490414e-28,1.26436251168066e-27,empirical
cc_rate,reciprocity,agent_game,0.09291169170654262,0.08368620369874114,13895,1.4614300733544348e-21,2.239288015623731e-21,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
p_exploit,longest_dd,dyad,-0.29686558257260837,-0.0749244273513328,12000,2.489854831557985e-41,4.570747999961518e-41,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
last_coop,reciprocity,agent_game,0.07525400217040441,0.07442833608262019,13895,1.3746566146475503e-09,1.7889366902947575e-09,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
p_DC,p_DD,dyad,-0.15644633753141482,0.07191888150383345,12000,1.1302051721290403e-27,1.8121433139621742e-27,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
log_scale,first_coop_1,dyad,0.06847088844986372,0.07179906003460296,12000,6.036897012866024e-17,8.85722341656019e-17,empirical
p_DD,p_exploit,dyad,-0.26446894427867657,-0.07079298301876073,12000,7.684060123965234e-59,1.4897667587279535e-58,"simplex: the four outcome shares sum to 1, p_exploit = p_CD + p_DC"
coop_early,reciprocity,agent_game,-0.09474705833267395,-0.07070605555564441,13895,6.006685062886238e-10,7.870828703092312e-10,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
joint_coop,reciprocity_1,dyad,0.0621772770695385,0.07010715652673837,6799,1.0156856455100808e-05,1.209907665497902e-05,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
p_exploit,reciprocity_1,dyad,-0.14203247981649783,-0.06950388781031909,6799,3.8412379027687236e-21,5.862130132739418e-21,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
log_scale,dd_absorbed,dyad,-0.06671349097874622,-0.06903373992423378,12000,5.574404697546283e-15,7.904006660699954e-15,empirical
log_scale,first_coop,agent_game,0.06588372021933141,0.06866060042247052,24000,3.115971739678845e-23,4.8329357595018814e-23,empirical
p_DD,fairness,dyad,0.2571765384453339,0.0684279066936503,12000,1.624940429328605e-63,3.337715476458851e-63,"exact bound: utility_gap = |p_DC - p_CD| and p_exploit = p_CD + p_DC, so utility_gap <= p_exploit always"
p_DD,gini,dyad,-0.257176538445334,-0.06842741145318294,12000,1.624940429328651e-63,3.337715476458851e-63,"exact bound: utility_gap = |p_DC - p_CD| and p_exploit = p_CD + p_DC, so utility_gap <= p_exploit always"
fairness,longest_dd,dyad,0.2587860979204758,0.0674459446858238,12000,3.5892595427874706e-51,6.819593131296486e-51,empirical
gini,longest_dd,dyad,-0.2587860979204758,-0.06744465808697848,12000,3.589259542787624e-51,6.819593131296486e-51,empirical
dc_rate,reciprocity,agent_game,-0.09936678343712282,-0.06636996638145606,13895,4.413425647492166e-22,6.817486772548874e-22,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
log_scale,coop_early,agent_game,0.06449717742994732,0.0657849661964844,24000,8.908439721423343e-19,1.317201203945864e-18,empirical
log_scale,joint_utility,dyad,0.05006798985331486,0.06361929689492204,12000,1.2179293707141625e-07,1.5075347259654131e-07,empirical
log_scale,joint_efficiency,dyad,0.05006798985331476,0.06333046518903038,12000,1.2179293707141583e-07,1.5075347259654131e-07,empirical
first_coop,reciprocity,agent_game,-0.08729043743613099,-0.06309190608803797,13895,1.710066773340396e-09,2.2178340405097287e-09,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
p_DC,longest_dd,dyad,-0.17934428745690398,0.062219095292999994,12000,8.416392491491211e-34,1.4406437598048017e-33,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
log_scale,p_CC,dyad,0.0391068150993808,0.059984746158055366,12000,2.0789714395808644e-05,2.4458487524480755e-05,empirical
log_scale,cc_rate,agent_game,0.039106815099380784,0.059984746158055366,24000,2.078147324787508e-05,2.4458487524480755e-05,empirical
log_scale,rule_distance,agent_game,0.05594525611798752,0.05927526223356664,24000,1.6725003262783774e-16,2.416540395383207e-16,empirical
log_scale,joint_coop,dyad,0.06129136897232857,0.05669016060317266,12000,1.540227996817613e-10,2.03932626756339e-10,empirical
p_exploit,first_coop_1,dyad,-0.026542472248949255,-0.05453103224951977,12000,0.21524832993932597,0.22106585237011858,partly mechanical: agent 1's round-1 action is inside every one of these aggregates
reciprocity,n_rules_fit,agent_game,-0.015688201590172635,-0.05220583683736707,13895,0.13988844794022395,0.1452393721783746,empirical
log_scale,coop_rate_1,dyad,0.05216225307629335,0.05213909835343513,12000,6.032344781367832e-10,7.877288717937376e-10,empirical
pC_after_D,n_rules_fit,agent_game,0.058026870904050815,0.051862111432061576,16873,0.004899675097770764,0.005365638435599107,empirical
log_scale,coop_rate,agent_game,0.04977976052380104,0.05094464919182525,24000,1.538882743198048e-10,2.03932626756339e-10,empirical
log_scale,opp_coop_rate,agent_game,0.04977976052380104,0.05094464919182525,24000,1.5388827431980195e-10,2.03932626756339e-10,empirical
dd_rate,reciprocity,agent_game,0.057901233540444276,0.05050808956271334,13895,5.144787029478585e-07,6.306513132909234e-07,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
endgame_drop,efficiency,agent_game,0.03190092621268816,0.050318768993298596,24000,0.0012545964648422744,0.0013980840370676371,empirical
endgame_drop,payoff_base,agent_game,-0.03190092621268814,-0.050318768993298596,24000,0.0012545964648422744,0.0013980840370676371,empirical
endgame_drop,utility,agent_game,0.03190092621268803,0.05014637259415371,24000,0.0012545964648422697,0.0013980840370676371,empirical
p_DC,reciprocity_1,dyad,-0.07886630852905696,-0.04994557119663066,6799,1.2444688792849788e-08,1.597628966649635e-08,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
log_scale,coop_rate_2,dyad,0.047417383933700104,0.049726153344294796,12000,3.588195939211058e-08,4.545048189667341e-08,empirical
coop_rate_1,reciprocity_1,dyad,0.04219167617105222,0.047812046100234235,6799,0.0003684837884998205,0.00042820746064199325,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
coop_rate_2,reciprocity_1,dyad,0.05332995071929028,0.04773777218985261,6799,0.0009111028684566777,0.001042828584378125,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
log_scale,longest_dd,dyad,-0.09829181204136721,-0.04506741649791168,12000,3.5386988996294103e-31,5.89783149938235e-31,empirical
reciprocity_1,n_switch,dyad,-0.08542053926246537,-0.0436271680982288,6799,1.0053406893448227e-06,1.2127919427016908e-06,empirical
coop_late,payoff_base,agent_game,0.09091014351531831,0.042334105840914266,24000,7.087452671408053e-05,8.261447899187301e-05,payoff-matrix link: own utility is a linear map of the outcome rates
coop_late,efficiency,agent_game,-0.09091014351531836,-0.042334105840914266,24000,7.087452671408012e-05,8.261447899187301e-05,payoff-matrix link: own utility is a linear map of the outcome rates
log_scale,pC_after_D,agent_game,0.03455868535458381,0.04204042855736943,16873,6.332675139261463e-06,7.5673476506897984e-06,empirical
first_coop_1,reciprocity_1,dyad,-0.07656535816859292,-0.041426804112722114,6799,1.4590558236375248e-05,1.7272311930911507e-05,empirical
coop_late,utility,agent_game,-0.09091014351531826,-0.041263655252205364,24000,7.087452671408053e-05,8.261447899187301e-05,payoff-matrix link: own utility is a linear map of the outcome rates
log_scale,p_CD,dyad,0.016968558974351178,0.038902286370615165,12000,0.00904481494653936,0.009764288862741355,empirical
reciprocity,rule_distance,agent_game,-0.09558962703649423,-0.03733632883681458,13895,8.725852844935066e-17,1.2655817103340935e-16,empirical
fairness,reciprocity_1,dyad,0.11887439996282805,0.037029517712144966,6799,3.243837524216373e-16,4.651540600763202e-16,empirical
gini,reciprocity_1,dyad,-0.11887439996282807,-0.03702076729585546,6799,3.2438375242164434e-16,4.651540600763202e-16,empirical
log_scale,endgame_drop,agent_game,0.04015917327926096,0.03639935422374981,24000,4.5223002232532887e-10,5.946277110160034e-10,empirical
log_scale,dd_rate,agent_game,-0.07378157109242682,-0.033154286411894794,24000,7.789028766145856e-17,1.135700425725342e-16,empirical
