model,language,scale,pairing,welfare,equality,coop,p_DD,p_exploit,p_CC,n_games,log_scale,dyad,dist,nondominated,nondominated_3obj,at_ideal
Claude-Haiku-4.5,vn,0.01,3,0.471,0.8396799762421603,0.255,0.59,0.31,0.1,10,-2.0,SvS,0.5925406146492046,False,False,False
Claude-Haiku-4.5,vn,0.1,0,0.42700000000000005,0.9639818491208167,0.095,0.85,0.11000000000000001,0.04,10,-1.0,CvC,0.6598687586152095,False,False,False
Claude-Haiku-4.5,vn,0.1,1,0.44300000000000006,0.6522856591850823,0.195,0.63,0.35,0.02,10,-1.0,CvS,0.6772966531765652,False,False,False
Claude-Haiku-4.5,vn,0.1,2,0.425,0.7773699641254945,0.125,0.75,0.25,0.0,10,-1.0,SvC,0.6813480692250782,False,False,False
Claude-Haiku-4.5,vn,0.1,3,0.471,0.7360808325193154,0.255,0.59,0.31,0.1,10,-1.0,SvS,0.6108025773372677,False,False,False
Claude-Haiku-4.5,vn,0.25,0,0.549,0.9073911983490944,0.43499999999999994,0.43999999999999995,0.25,0.31,10,-0.6020599913279624,CvC,0.4485156854242762,False,False,False
Claude-Haiku-4.5,vn,0.25,1,0.438,0.9322777828844563,0.18000000000000002,0.65,0.34,0.01,10,-0.6020599913279624,CvS,0.6417208500162063,False,False,False
Claude-Haiku-4.5,vn,0.25,2,0.47800000000000004,0.8961959307010187,0.27,0.58,0.3,0.12,10,-0.6020599913279624,SvC,0.5739339181486957,False,False,False
Claude-Haiku-4.5,vn,0.25,3,0.4640000000000001,0.8722825562540774,0.22000000000000003,0.6599999999999999,0.24000000000000005,0.1,10,-0.6020599913279624,SvS,0.60079603254224,False,False,False
Claude-Haiku-4.5,vn,0.5,0,0.47800000000000004,0.9319252278215446,0.26,0.61,0.26,0.13,10,-0.3010299956639812,CvC,0.5712526475243456,False,False,False
Claude-Haiku-4.5,vn,0.5,1,0.5029999999999999,0.8916441516338288,0.355,0.45,0.39,0.16,10,-0.3010299956639812,CvS,0.5305879945283125,False,False,False
Claude-Haiku-4.5,vn,0.5,2,0.492,0.8746472778998902,0.3,0.5599999999999999,0.28,0.16,10,-0.3010299956639812,SvC,0.5516399663448559,False,False,False
Claude-Haiku-4.5,vn,0.5,3,0.47300000000000003,0.7951687468360484,0.255,0.6,0.29000000000000004,0.11000000000000001,10,-0.3010299956639812,SvS,0.595928725718401,False,False,False
Claude-Haiku-4.5,vn,1.0,0,0.43100000000000005,0.9412932501418038,0.135,0.75,0.23000000000000004,0.02,10,0.0,CvC,0.6536255550691514,False,False,False
Claude-Haiku-4.5,vn,1.0,1,0.506,0.7308883667902845,0.37,0.42000000000000004,0.42000000000000004,0.16,10,0.0,CvS,0.5534645748052899,False,False,False
Claude-Haiku-4.5,vn,1.0,2,0.454,0.8466407173891246,0.24,0.55,0.42000000000000004,0.030000000000000006,10,0.0,SvC,0.6211859904903371,False,False,False
Claude-Haiku-4.5,vn,1.0,3,0.48600000000000004,0.8083417398838849,0.3,0.53,0.34,0.13,10,0.0,SvS,0.571383360219186,False,False,False
Claude-Haiku-4.5,vn,2.0,0,0.438,0.9312778952313836,0.16,0.71,0.26,0.030000000000000006,10,0.3010299956639812,CvC,0.6417739974803547,False,False,False
Claude-Haiku-4.5,vn,2.0,1,0.44299999999999995,0.8307406074600532,0.20500000000000002,0.6,0.39,0.01,10,0.3010299956639812,CvS,0.6423414169906032,False,False,False
Claude-Haiku-4.5,vn,2.0,2,0.453,0.901946786901527,0.21500000000000002,0.6199999999999999,0.33,0.05,10,0.3010299956639812,SvC,0.6173211006433097,False,False,False
Claude-Haiku-4.5,vn,2.0,3,0.4640000000000001,0.7972369454438167,0.22999999999999998,0.63,0.28,0.09,10,0.3010299956639812,SvS,0.6110289912487595,False,False,False
Claude-Haiku-4.5,vn,5.0,0,0.534,0.9430007848794043,0.4,0.47000000000000003,0.26000000000000006,0.27,10,0.6989700043360189,CvC,0.47195016184146177,False,False,False
Claude-Haiku-4.5,vn,5.0,1,0.48600000000000004,0.9152165830871356,0.3,0.53,0.34,0.13,10,0.6989700043360189,CvS,0.5583069172880721,False,False,False
Claude-Haiku-4.5,vn,5.0,2,0.461,0.9497813143682459,0.225,0.63,0.29000000000000004,0.07999999999999999,10,0.6989700043360189,SvC,0.6003241484342359,False,False,False
Claude-Haiku-4.5,vn,5.0,3,0.47400000000000003,0.7654358222236233,0.26,0.59,0.3,0.11000000000000001,10,0.6989700043360189,SvS,0.5996854815217337,False,False,False
Claude-Haiku-4.5,vn,10.0,0,0.457,0.9656330749354005,0.20500000000000002,0.67,0.25,0.08,10,1.0,CvC,0.6068308395007606,False,False,False
Claude-Haiku-4.5,vn,10.0,1,0.458,0.7650509661535356,0.25,0.5399999999999999,0.42000000000000004,0.04,10,1.0,CvS,0.6269872600401809,False,False,False
Claude-Haiku-4.5,vn,10.0,2,0.446,0.9112056350948923,0.19,0.6599999999999999,0.3,0.04,10,1.0,SvC,0.6289314109022149,False,False,False
Claude-Haiku-4.5,vn,10.0,3,0.462,0.8272365425860867,0.24,0.59,0.33999999999999997,0.07,10,1.0,SvS,0.6098656459490109,False,False,False
Claude-Haiku-4.5,vn,100.0,0,0.4800000000000001,0.9176565596608006,0.27,0.5900000000000001,0.28,0.13,10,2.0,CvC,0.5686740903922453,False,False,False
Claude-Haiku-4.5,vn,100.0,1,0.453,0.853858113800151,0.225,0.59,0.37,0.04,10,2.0,CvS,0.6220585586992794,False,False,False
Claude-Haiku-4.5,vn,100.0,2,0.44400000000000006,0.8609433202456458,0.19,0.65,0.32,0.03,10,2.0,SvC,0.6369602657090568,False,False,False
Claude-Haiku-4.5,vn,100.0,3,0.45,0.7765917462602272,0.22000000000000003,0.59,0.38,0.030000000000000006,10,2.0,SvS,0.6385672430680479,False,False,False
Claude-Haiku-4.5,vn,1000.0,0,0.44800000000000006,0.9330195172103221,0.18,0.7,0.24000000000000005,0.06000000000000001,10,3.0,CvC,0.6240538378516465,False,False,False
Claude-Haiku-4.5,vn,1000.0,1,0.465,0.8340812763868758,0.24500000000000002,0.59,0.33,0.08,10,3.0,CvS,0.6037115506785539,False,False,False
Claude-Haiku-4.5,vn,1000.0,2,0.46900000000000003,0.9262228472384987,0.23500000000000001,0.6399999999999999,0.25,0.11000000000000001,10,3.0,SvC,0.5874518355872224,False,False,False
Claude-Haiku-4.5,vn,1000.0,3,0.462,0.8886369442893587,0.24,0.59,0.34,0.06999999999999999,10,3.0,SvS,0.6026718552318546,False,False,False
GPT-5.4-Nano,ar,0.01,0,0.43100000000000005,0.9005429738543176,0.135,0.75,0.22999999999999998,0.02,10,-2.0,CvC,0.6560861033621056,False,False,False
GPT-5.4-Nano,ar,0.01,1,0.5,0.7018319889987948,0.33999999999999997,0.48,0.36,0.16,10,-2.0,CvS,0.5707031464712697,False,False,False
GPT-5.4-Nano,ar,0.01,2,0.43200000000000005,0.8865236868872681,0.13999999999999999,0.74,0.24,0.02,10,-2.0,SvC,0.6554681051117813,False,False,False
GPT-5.4-Nano,ar,0.01,3,0.508,0.7703125205787604,0.39,0.37,0.48,0.15,10,-2.0,SvS,0.5411359987114526,False,False,False
GPT-5.4-Nano,ar,0.1,0,0.4600000000000001,0.8707618906410515,0.22000000000000003,0.64,0.27999999999999997,0.08,10,-1.0,CvC,0.6079483896313383,False,False,False
GPT-5.4-Nano,ar,0.1,1,0.517,0.6585259835352673,0.43499999999999994,0.28,0.5700000000000001,0.15,10,-1.0,CvS,0.5555001142756663,False,False,False
GPT-5.4-Nano,ar,0.1,2,0.552,0.912121684283178,0.48999999999999994,0.29,0.44000000000000006,0.27,10,-1.0,SvC,0.4427880973858858,False,False,False
GPT-5.4-Nano,ar,0.1,3,0.49700000000000005,0.8533858788665796,0.34500000000000003,0.45,0.41,0.14,10,-1.0,SvS,0.5455739869695608,False,False,False
GPT-5.4-Nano,ar,0.25,0,0.465,0.8573390327473298,0.24500000000000002,0.5900000000000001,0.32999999999999996,0.08,10,-0.6020599913279624,CvC,0.6007322205348516,False,False,False
GPT-5.4-Nano,ar,0.25,1,0.553,0.7218972332015811,0.495,0.27999999999999997,0.45,0.27,10,-0.6020599913279624,CvS,0.47887754118403575,False,False,False
GPT-5.4-Nano,ar,0.25,2,0.488,0.7896455343563693,0.3,0.54,0.32,0.13999999999999999,10,-0.6020599913279624,SvC,0.5712481952777696,False,False,False
GPT-5.4-Nano,ar,0.25,3,0.531,0.8409141380465854,0.425,0.38,0.39,0.22999999999999998,10,-0.6020599913279624,SvS,0.4886535385492776,False,False,False
GPT-5.4-Nano,ar,0.5,0,0.471,0.8458817449549121,0.255,0.5900000000000001,0.31,0.1,10,-0.3010299956639812,CvC,0.5917172832266026,False,False,False
GPT-5.4-Nano,ar,0.5,1,0.546,0.6924585966898317,0.5,0.22999999999999998,0.54,0.22999999999999998,10,-0.3010299956639812,CvS,0.49890215210499317,False,False,False
GPT-5.4-Nano,ar,0.5,2,0.5770000000000001,0.8037553183553815,0.535,0.27999999999999997,0.37,0.35,10,-0.3010299956639812,SvC,0.4179223762098636,False,False,False
GPT-5.4-Nano,ar,0.5,3,0.589,0.7206991829591567,0.615,0.1,0.5700000000000001,0.32999999999999996,10,-0.3010299956639812,SvS,0.42205757687765943,False,False,False
GPT-5.4-Nano,ar,1.0,0,0.462,0.7669433480380973,0.24,0.5900000000000001,0.33999999999999997,0.07,10,0.0,CvC,0.6198146509335235,False,False,False
GPT-5.4-Nano,ar,1.0,1,0.5589999999999999,0.7588434584977419,0.525,0.22000000000000003,0.51,0.27,10,0.0,CvS,0.4588914509496394,False,False,False
GPT-5.4-Nano,ar,1.0,2,0.5740000000000001,0.854174629128476,0.51,0.33999999999999997,0.3,0.36,10,0.0,SvC,0.4126075852367582,False,False,False
GPT-5.4-Nano,ar,1.0,3,0.595,0.7328956717170738,0.615,0.13,0.51,0.36,10,0.0,SvS,0.4086569295799799,False,False,False
GPT-5.4-Nano,ar,2.0,0,0.4760000000000001,0.8781549307219019,0.28,0.54,0.36,0.1,10,0.3010299956639812,CvC,0.5792004061235558,False,False,False
GPT-5.4-Nano,ar,2.0,1,0.557,0.6924300871290057,0.525,0.21000000000000002,0.53,0.26,10,0.3010299956639812,CvS,0.48148494332817454,False,False,False
GPT-5.4-Nano,ar,2.0,2,0.584,0.8214070587104008,0.5599999999999999,0.24,0.4,0.36,10,0.3010299956639812,SvC,0.402178715671572,False,False,False
GPT-5.4-Nano,ar,2.0,3,0.587,0.6765736147582002,0.615,0.09,0.5900000000000001,0.32,10,0.3010299956639812,SvS,0.4405456143639256,False,False,False
GPT-5.4-Nano,ar,5.0,0,0.48600000000000004,0.7920819233998653,0.32,0.47000000000000003,0.42000000000000004,0.11000000000000001,10,0.6989700043360189,CvC,0.5742190028974569,False,False,False
GPT-5.4-Nano,ar,5.0,1,0.575,0.7413542643194846,0.5650000000000001,0.18,0.51,0.30999999999999994,10,0.6989700043360189,CvS,0.4377806908634249,False,False,False
GPT-5.4-Nano,ar,5.0,2,0.617,0.8429765478858681,0.625,0.21000000000000002,0.32999999999999996,0.45999999999999996,10,0.6989700043360189,SvC,0.34202530207123505,False,False,False
GPT-5.4-Nano,ar,5.0,3,0.607,0.8261756442284899,0.655,0.07,0.55,0.38,10,0.6989700043360189,SvS,0.3626438725936098,False,False,False
GPT-5.4-Nano,ar,10.0,0,0.5050000000000001,0.7734540061021212,0.395,0.33999999999999997,0.53,0.13,10,1.0,CvC,0.5455407122072455,False,False,False
GPT-5.4-Nano,ar,10.0,1,0.541,0.6923432622058014,0.495,0.22000000000000003,0.5700000000000001,0.21000000000000002,10,1.0,CvS,0.5069067558783213,False,False,False
GPT-5.4-Nano,ar,10.0,2,0.5730000000000001,0.7494794902470314,0.5349999999999999,0.26,0.41,0.32999999999999996,10,1.0,SvC,0.43864380527193536,False,False,False
GPT-5.4-Nano,ar,10.0,3,0.587,0.7508119785666566,0.605,0.12,0.55,0.32999999999999996,10,1.0,SvS,0.4157228163246904,False,False,False
GPT-5.4-Nano,ar,100.0,0,0.6,0.8578535053401559,0.62,0.13999999999999999,0.48,0.38,10,2.0,CvC,0.3675633455229732,False,False,False
GPT-5.4-Nano,ar,100.0,1,0.5589999999999999,0.6806284920211693,0.545,0.16,0.5900000000000001,0.25,10,2.0,CvS,0.4821848245790573,False,False,False
GPT-5.4-Nano,ar,100.0,2,0.5940000000000001,0.833805865193462,0.5900000000000001,0.2,0.42000000000000004,0.38,10,2.0,SvC,0.38265225103486167,False,False,False
GPT-5.4-Nano,ar,100.0,3,0.63,0.8220293374208394,0.6900000000000001,0.08,0.45999999999999996,0.45999999999999996,10,2.0,SvS,0.3258055836989795,False,False,False
GPT-5.4-Nano,ar,1000.0,0,0.514,0.8700898631616465,0.33999999999999997,0.55,0.22000000000000003,0.23000000000000004,10,3.0,CvC,0.5138587566896957,False,False,False
GPT-5.4-Nano,ar,1000.0,1,0.5700000000000001,0.8714286197506196,0.52,0.29,0.38,0.32999999999999996,10,3.0,CvS,0.4166266913072365,False,False,False
GPT-5.4-Nano,ar,1000.0,2,0.584,0.7728006656560245,0.5900000000000001,0.15,0.52,0.32999999999999996,10,3.0,SvC,0.4142580943846153,False,False,False
GPT-5.4-Nano,ar,1000.0,3,0.555,0.8103054147326055,0.505,0.26,0.47000000000000003,0.27,10,3.0,SvS,0.45339843718288697,False,False,False
GPT-5.4-Nano,cn,0.01,0,0.41800000000000004,0.8570501629208378,0.09000000000000001,0.82,0.18000000000000002,0.0,10,-2.0,CvC,0.6828102430108086,False,False,False
GPT-5.4-Nano,cn,0.01,1,0.45899999999999996,0.7316439813301396,0.23499999999999996,0.5900000000000001,0.35,0.06000000000000001,10,-2.0,CvS,0.6319696206133403,False,False,False
GPT-5.4-Nano,cn,0.01,2,0.476,0.8062487499407892,0.29,0.51,0.4,0.09000000000000001,10,-2.0,SvC,0.5889140628731441,False,False,False
GPT-5.4-Nano,cn,0.01,3,0.493,0.7322427551288792,0.34500000000000003,0.43,0.45,0.12,10,-2.0,SvS,0.5747826511738908,False,False,False
GPT-5.4-Nano,cn,0.1,0,0.547,0.823893206996237,0.465,0.33999999999999997,0.39,0.27,10,-1.0,CvC,0.4642573922632089,False,False,False
GPT-5.4-Nano,cn,0.1,1,0.5890000000000001,0.7687790462937509,0.575,0.22000000000000003,0.41,0.37,10,-1.0,CvS,0.40725875032516323,False,False,False
GPT-5.4-Nano,cn,0.1,2,0.524,0.8631522810319355,0.41,0.39,0.4,0.21000000000000002,10,-1.0,SvC,0.49740692505571443,False,False,False
GPT-5.4-Nano,cn,0.1,3,0.501,0.7924727790492457,0.335,0.5,0.32999999999999996,0.16999999999999998,10,-1.0,SvS,0.5485543717060065,False,False,False
GPT-5.4-Nano,cn,0.25,0,0.692,0.9149023688497373,0.8099999999999999,0.030000000000000006,0.32,0.65,10,-0.6020599913279624,CvC,0.20017693027342873,False,False,False
GPT-5.4-Nano,cn,0.25,1,0.6180000000000001,0.9071423483804958,0.63,0.2,0.34,0.45999999999999996,10,-0.6020599913279624,CvS,0.3283653022658523,False,False,False
GPT-5.4-Nano,cn,0.25,2,0.611,0.8672760550243481,0.645,0.12,0.47000000000000003,0.41,10,-0.6020599913279624,SvC,0.34703882748901455,False,False,False
GPT-5.4-Nano,cn,0.25,3,0.5660000000000001,0.746832256415031,0.53,0.24,0.45999999999999996,0.3,10,-0.6020599913279624,SvS,0.450732130201467,False,False,False
GPT-5.4-Nano,cn,0.5,0,0.659,0.9089268047888737,0.705,0.18,0.22999999999999998,0.5900000000000001,10,-0.3010299956639812,CvC,0.25743987345200037,False,False,False
GPT-5.4-Nano,cn,0.5,1,0.629,0.8563097671416722,0.665,0.15,0.37,0.48,10,-0.3010299956639812,CvS,0.3189068304527833,False,False,False
GPT-5.4-Nano,cn,0.5,2,0.5770000000000001,0.8248401707784178,0.555,0.22000000000000003,0.45,0.32999999999999996,10,-0.3010299956639812,SvC,0.4132113356219391,False,False,False
GPT-5.4-Nano,cn,0.5,3,0.529,0.6490020241813201,0.465,0.25,0.5700000000000001,0.18,10,-0.3010299956639812,SvS,0.5395395393429524,False,False,False
GPT-5.4-Nano,cn,1.0,0,0.524,0.8051092821348093,0.43,0.33,0.48,0.19,10,0.0,CvC,0.5069923036447445,False,False,False
GPT-5.4-Nano,cn,1.0,1,0.589,0.8491912180931015,0.5650000000000001,0.25,0.37,0.38,10,0.0,CvS,0.3879429975526319,False,False,False
GPT-5.4-Nano,cn,1.0,2,0.58,0.892233600249152,0.5599999999999999,0.22000000000000003,0.44000000000000006,0.33999999999999997,10,0.0,SvC,0.39630392182973645,False,False,False
GPT-5.4-Nano,cn,1.0,3,0.508,0.680464885168079,0.41,0.31,0.5599999999999999,0.13,10,0.0,SvS,0.5634725767997273,False,False,False
GPT-5.4-Nano,cn,2.0,0,0.5720000000000001,0.7937172295020463,0.55,0.21000000000000002,0.48,0.31,10,0.3010299956639812,CvC,0.4286330490083047,False,False,False
GPT-5.4-Nano,cn,2.0,1,0.594,0.7927402148980726,0.6,0.16999999999999998,0.45999999999999996,0.37,10,0.3010299956639812,CvS,0.39254402206663225,False,False,False
GPT-5.4-Nano,cn,2.0,2,0.612,0.7859767555049361,0.63,0.17,0.4,0.43,10,0.3010299956639812,SvC,0.3651752655809221,False,False,False
GPT-5.4-Nano,cn,2.0,3,0.55,0.6637292504487685,0.49000000000000005,0.27999999999999997,0.45999999999999996,0.26,10,0.3010299956639812,SvS,0.5018480930539375,False,False,False
GPT-5.4-Nano,cn,5.0,0,0.677,0.9321484092315332,0.765,0.09,0.29,0.62,10,0.6989700043360189,CvC,0.22266576787846337,False,False,False
GPT-5.4-Nano,cn,5.0,1,0.5860000000000001,0.8029070051477125,0.58,0.19,0.45999999999999996,0.35,10,0.6989700043360189,CvS,0.40315669944814486,False,False,False
GPT-5.4-Nano,cn,5.0,2,0.609,0.8540396085586492,0.625,0.17,0.41,0.42000000000000004,10,0.6989700043360189,SvC,0.35306563544878766,False,False,False
GPT-5.4-Nano,cn,5.0,3,0.547,0.8104395202832955,0.485,0.27999999999999997,0.47000000000000003,0.25,10,0.6989700043360189,SvS,0.46689903912432024,False,False,False
GPT-5.4-Nano,cn,10.0,0,0.671,0.9126137752917597,0.745,0.12,0.27,0.61,10,1.0,CvC,0.23626531936443726,False,False,False
GPT-5.4-Nano,cn,10.0,1,0.5820000000000001,0.7614950260030885,0.58,0.16999999999999998,0.5,0.32999999999999996,10,1.0,CvS,0.42065997112945475,False,False,False
GPT-5.4-Nano,cn,10.0,2,0.553,0.7379200340974805,0.515,0.22000000000000003,0.53,0.25,10,1.0,SvC,0.47433751618834963,False,False,False
GPT-5.4-Nano,cn,10.0,3,0.533,0.6674521127322943,0.475,0.24,0.5700000000000001,0.19,10,1.0,SvS,0.527325491194108,False,False,False
GPT-5.4-Nano,cn,100.0,0,0.624,0.8716509011289736,0.68,0.08,0.48,0.44000000000000006,10,2.0,CvC,0.32409372963774274,False,False,False
GPT-5.4-Nano,cn,100.0,1,0.62,0.8993785863519879,0.6599999999999999,0.12,0.44000000000000006,0.44000000000000006,10,2.0,CvS,0.3260557229098459,False,False,False
GPT-5.4-Nano,cn,100.0,2,0.613,0.8156762887075792,0.645,0.13,0.45,0.42000000000000004,10,2.0,SvC,0.35533890903235726,False,False,False
GPT-5.4-Nano,cn,100.0,3,0.545,0.6811020691460776,0.495,0.24,0.53,0.22999999999999998,10,2.0,SvS,0.5040347906161403,False,False,False
GPT-5.4-Nano,cn,1000.0,0,0.661,0.9114398488132818,0.745,0.07,0.37,0.5599999999999999,10,3.0,CvC,0.25357360901542414,False,False,False
GPT-5.4-Nano,cn,1000.0,1,0.608,0.7799877172533648,0.65,0.09,0.52,0.39,10,3.0,CvS,0.37336671287046025,False,False,False
GPT-5.4-Nano,cn,1000.0,2,0.6140000000000001,0.8419157274937474,0.64,0.15,0.42000000000000004,0.43,10,3.0,SvC,0.34728636398067153,False,False,False
GPT-5.4-Nano,cn,1000.0,3,0.5780000000000001,0.893190665087439,0.55,0.24,0.42000000000000004,0.33999999999999997,10,3.0,SvS,0.3996456142787404,False,False,False
GPT-5.4-Nano,en,0.01,0,0.45500000000000007,0.8265323068322973,0.21500000000000002,0.63,0.31,0.06000000000000001,10,-2.0,CvC,0.6220921517640791,False,False,False
GPT-5.4-Nano,en,0.01,1,0.515,0.6943065215515011,0.425,0.3,0.55,0.15,10,-2.0,CvS,0.5482265739481911,False,False,False
GPT-5.4-Nano,en,0.01,2,0.553,0.7420952336299247,0.495,0.27999999999999997,0.45,0.27,10,-2.0,SvC,0.47319188418463126,False,False,False
GPT-5.4-Nano,en,0.01,3,0.626,0.8292089585736628,0.6799999999999999,0.09,0.45999999999999996,0.45,10,-2.0,SvS,0.3304501322677091,False,False,False
GPT-5.4-Nano,en,0.1,0,0.5730000000000001,0.7931022526322931,0.535,0.26,0.41000000000000003,0.32999999999999996,10,-1.0,CvC,0.4271199643342789,False,False,False
GPT-5.4-Nano,en,0.1,1,0.556,0.7985935446563446,0.51,0.25,0.48,0.27,10,-1.0,CvS,0.454238131520294,False,False,False
GPT-5.4-Nano,en,0.1,2,0.704,0.9539948801120598,0.8099999999999999,0.09,0.2,0.71,10,-1.0,SvC,0.17279535736804946,False,False,False
GPT-5.4-Nano,en,0.1,3,0.658,0.892955928513105,0.72,0.13,0.3,0.5700000000000001,10,-1.0,SvS,0.262186415781302,False,False,False
GPT-5.4-Nano,en,0.25,0,0.7070000000000001,0.8855543173782406,0.835,0.030000000000000006,0.27,0.7,10,-0.6020599913279624,CvC,0.18324036710119365,False,False,False
GPT-5.4-Nano,en,0.25,1,0.735,0.9399566934778202,0.885,0.02,0.19,0.79,10,-0.6020599913279624,CvS,0.12249785438552889,False,False,False
GPT-5.4-Nano,en,0.25,2,0.744,0.9074176679810483,0.9,0.02,0.16,0.82,10,-0.6020599913279624,SvC,0.11868337752623037,False,False,False
GPT-5.4-Nano,en,0.25,3,0.663,0.8307099763170809,0.765,0.02,0.43,0.55,10,-0.6020599913279624,SvS,0.27015306968324765,False,False,False
GPT-5.4-Nano,en,0.5,0,0.767,0.9489136719444939,0.9349999999999999,0.030000000000000006,0.07,0.9,10,-0.3010299956639812,CvC,0.06861509642270713,False,False,False
GPT-5.4-Nano,en,0.5,1,0.6980000000000001,0.8503149729470767,0.8300000000000001,0.0,0.33999999999999997,0.6599999999999999,10,-0.3010299956639812,CvS,0.20908205007105982,False,False,False
GPT-5.4-Nano,en,0.5,2,0.738,0.9314998726763433,0.89,0.02,0.18,0.8,10,-0.3010299956639812,SvC,0.11982751654640353,False,False,False
GPT-5.4-Nano,en,0.5,3,0.733,0.9521908361467455,0.865,0.07,0.13,0.8,10,-0.3010299956639812,SvS,0.12317054466946914,False,False,False
GPT-5.4-Nano,en,1.0,0,0.728,0.9413854356765035,0.86,0.06000000000000001,0.16,0.78,10,0.0,CvC,0.13385751221136855,False,False,False
GPT-5.4-Nano,en,1.0,1,0.742,0.9167330084724054,0.9,0.01,0.18,0.8099999999999999,10,0.0,CvS,0.11823364977462328,False,False,False
GPT-5.4-Nano,en,1.0,2,0.719,0.9116213516213516,0.8550000000000001,0.03,0.22999999999999998,0.74,10,0.0,SvC,0.1562322557752349,False,False,False
GPT-5.4-Nano,en,1.0,3,0.713,0.9178841692081943,0.835,0.06000000000000001,0.21000000000000002,0.73,10,0.0,SvS,0.16439169636363715,False,False,False
GPT-5.4-Nano,en,2.0,0,0.771,0.9640121714179933,0.945,0.02,0.07,0.9099999999999999,10,0.3010299956639812,CvC,0.05723361689622587,False,False,False
GPT-5.4-Nano,en,2.0,1,0.764,0.9440877087935912,0.9400000000000001,0.0,0.12000000000000002,0.8800000000000001,10,0.3010299956639812,CvS,0.07492057230143893,False,False,False
GPT-5.4-Nano,en,2.0,2,0.747,0.9515407819755646,0.905,0.02,0.15,0.8300000000000001,10,0.3010299956639812,SvC,0.09976107911289803,False,False,False
GPT-5.4-Nano,en,2.0,3,0.704,0.904918808474843,0.82,0.06000000000000001,0.24000000000000005,0.7,10,0.3010299956639812,SvS,0.18253826034813042,False,False,False
GPT-5.4-Nano,en,5.0,0,0.738,0.9559022856141419,0.89,0.02,0.18000000000000002,0.8,10,0.6989700043360189,CvC,0.11395088506469958,False,False,False
GPT-5.4-Nano,en,5.0,1,0.7230000000000001,0.9039413590469929,0.865,0.02,0.23000000000000004,0.75,10,0.6989700043360189,CvS,0.15212414749430592,False,False,False
GPT-5.4-Nano,en,5.0,2,0.744,0.9289066519374739,0.9,0.02,0.16,0.82,10,0.6989700043360189,SvC,0.11102761849814557,False,False,False
GPT-5.4-Nano,en,5.0,3,0.7190000000000001,0.9061936779418138,0.8450000000000001,0.06000000000000001,0.19,0.75,10,0.6989700043360189,SvS,0.15780664760726035,False,False,False
GPT-5.4-Nano,en,10.0,0,0.762,0.9396114864864865,0.93,0.02,0.1,0.8800000000000001,10,1.0,CvC,0.079598280648428,False,False,False
GPT-5.4-Nano,en,10.0,1,0.739,0.9253234394079465,0.8949999999999999,0.01,0.19,0.8,10,1.0,CvS,0.12006839447135677,False,False,False
GPT-5.4-Nano,en,10.0,2,0.748,0.9422494734994735,0.9099999999999999,0.01,0.16,0.8300000000000001,10,1.0,SvC,0.10058609076579138,False,False,False
GPT-5.4-Nano,en,10.0,3,0.658,0.84035377785821,0.73,0.1,0.33999999999999997,0.5599999999999999,10,1.0,SvS,0.2752380026850814,False,False,False
GPT-5.4-Nano,en,100.0,0,0.775,0.9790237999193223,0.9550000000000001,0.01,0.07,0.9199999999999999,10,2.0,CvC,0.0466167940222439,False,False,False
GPT-5.4-Nano,en,100.0,1,0.728,0.8940599326281902,0.8699999999999999,0.03,0.2,0.77,10,2.0,CvS,0.14768767361351398,False,False,False
GPT-5.4-Nano,en,100.0,2,0.757,0.9360647199356876,0.925,0.01,0.13,0.86,10,2.0,SvC,0.08844198673961953,False,False,False
GPT-5.4-Nano,en,100.0,3,0.6839999999999999,0.810722978634842,0.79,0.05,0.31999999999999995,0.63,10,2.0,SvS,0.24487322313481585,False,False,False
GPT-5.4-Nano,en,1000.0,0,0.74,0.9101278072406039,0.89,0.030000000000000006,0.16,0.8099999999999999,10,3.0,CvC,0.12364669633957488,False,False,False
GPT-5.4-Nano,en,1000.0,1,0.659,0.8188112410286493,0.735,0.09,0.35,0.5599999999999999,10,3.0,CvS,0.2802548985990952,False,False,False
GPT-5.4-Nano,en,1000.0,2,0.634,0.7306964174863702,0.7,0.06999999999999999,0.45999999999999996,0.47000000000000003,10,3.0,SvC,0.34982096817849234,False,False,False
GPT-5.4-Nano,en,1000.0,3,0.652,0.7839190266710466,0.73,0.07,0.4,0.53,10,3.0,SvS,0.30297771125512507,False,False,False
GPT-5.4-Nano,fr,0.01,0,0.727,0.9454210789929457,0.8550000000000001,0.07,0.15000000000000002,0.78,10,-2.0,CvC,0.13469429946789566,False,False,False
GPT-5.4-Nano,fr,0.01,1,0.682,0.8360361424155357,0.7899999999999999,0.04,0.33999999999999997,0.62,10,-2.0,CvS,0.23865157300338338,False,False,False
GPT-5.4-Nano,fr,0.01,2,0.595,0.8133766018016022,0.595,0.19,0.43,0.38,10,-2.0,SvC,0.3856711959397006,False,False,False
GPT-5.4-Nano,fr,0.01,3,0.675,0.832988420725125,0.775,0.05,0.35,0.6,10,-2.0,SvS,0.25054851587256294,False,False,False
GPT-5.4-Nano,fr,0.1,0,0.7210000000000001,0.9530194553037077,0.835,0.1,0.13,0.77,10,-1.0,CvC,0.14355037718508487,False,False,False
GPT-5.4-Nano,fr,0.1,1,0.7390000000000001,0.8775849869745602,0.8949999999999999,0.01,0.19,0.8,10,-1.0,CvS,0.1382781353179499,False,False,False
