relationship,level,grouping,subgroup,pooled_slope,pooled_lo,pooled_hi,subgroup_slope,sub_lo,sub_hi,p_value,n,sign_reversal,reversal_magnitude,p_fdr,sign_reversal_fdr
utility ~ first_coop,agent_game,language,en,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.0031084012583175538,-0.04341387853164739,0.037197076015012286,0.8798538366326634,4800,False,0.0,0.9057318906512711,False
utility ~ first_coop,agent_game,language,fr,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.05327767984045123,-0.09728780604631229,-0.009267553634590163,0.017659135316951027,4800,False,0.0,0.02423802886640337,False
utility ~ first_coop,agent_game,language,ar,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.011597446062960853,-0.056096424379855916,0.03290153225393422,0.6094832645466921,4800,False,0.0,0.6563665925887453,False
utility ~ first_coop,agent_game,language,cn,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.07907065925482454,-0.12290402038135337,-0.03523729812829571,0.00040690599074941485,4800,False,0.0,0.0007201211286646093,False
utility ~ first_coop,agent_game,language,vn,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.00838820050689773,-0.030651017605837702,0.04742741861963316,0.6736604373046297,4800,False,0.0,0.7199424520812836,False
utility ~ first_coop,agent_game,dyad,CvC,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.25035409750118853,0.23382087576949986,0.2668873192328772,1.4449553465387812e-193,6000,True,0.27726263499194725,2.0229374851542937e-192,True
utility ~ first_coop,agent_game,dyad,CvS,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.29907493948677155,-0.3318144353308471,-0.266335443642696,1.0925748419697829e-71,6000,False,0.0,9.5600298672356e-71,False
utility ~ first_coop,agent_game,dyad,SvC,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.08168487340958752,-0.11322322225750969,-0.050146524561665344,3.847727083957339e-07,6000,False,0.0,9.794214395527771e-07,False
utility ~ first_coop,agent_game,dyad,SvS,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.025698983737809364,0.00829948248769909,0.04309848498791964,0.0037933028293344177,6000,True,0.05260752122856807,0.005531899959446026,True
utility ~ first_coop,agent_game,scale,0.01,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.013684932945149449,-0.010166426162362092,0.037536292052660986,0.2607810190234403,2400,False,0.0,0.3094012090108614,False
utility ~ first_coop,agent_game,scale,0.1,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.04258542598645674,-0.06767517170889613,-0.01749568026401735,0.0008788288924656045,2400,False,0.0,0.0013824274712942093,False
utility ~ first_coop,agent_game,scale,0.25,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,0.009361989656694582,-0.013803536714972257,0.03252751602836142,0.4283086845747134,2400,False,0.0,0.48750581984113717,False
utility ~ first_coop,agent_game,scale,0.5,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.048491124260355636,-0.07196962580753322,-0.025012622713178057,5.165824735907877e-05,2400,False,0.0,0.00010481383522131923,False
utility ~ first_coop,agent_game,scale,1.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.04627685243750966,-0.070152212954773,-0.022401491920246312,0.00014531866948938455,2400,False,0.0,0.0002865438553311808,False
utility ~ first_coop,agent_game,scale,2.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.020945914326263602,-0.04346763586869079,0.0015758072161635855,0.06832935761785401,2400,False,0.0,0.08696463696817783,False
utility ~ first_coop,agent_game,scale,5.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.04620056231341846,-0.07006692868775959,-0.02233419593907733,0.0001481785100531544,2400,False,0.0,0.0002881248806589113,False
utility ~ first_coop,agent_game,scale,10.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.021725649143567474,-0.0451561920873395,0.0017048938002045544,0.06916358656406339,2400,False,0.0,0.087233352423143,False
utility ~ first_coop,agent_game,scale,100.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.056514764061934286,-0.07918185259951485,-0.033847675524353714,1.0254841241710712e-06,2400,False,0.0,2.5637103104276776e-06,False
utility ~ first_coop,agent_game,scale,1000.0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.04191687643340646,-0.06451789914013747,-0.01931585372667545,0.0002779400568372128,2400,False,0.0,0.0005188214394294639,False
utility ~ first_coop,agent_game,opp_stratum,opp 0,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.31971511993597496,-0.33020000270220984,-0.3092302371697401,0.0,2652,False,0.0,0.0,False
utility ~ first_coop,agent_game,opp_stratum,opp 0-0.3,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.17470925229674017,-0.18413601860064224,-0.1652824859928381,6.60948249317423e-289,5190,False,0.0,1.1566594363054902e-287,False
utility ~ first_coop,agent_game,opp_stratum,opp 0.3-0.7,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.07182150991737449,-0.0794315134398566,-0.06421150639489237,2.154695307431351e-76,5413,False,0.0,2.0110489536025942e-75,False
utility ~ first_coop,agent_game,opp_stratum,opp 0.7-1,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.03966395695725744,-0.04815581075093481,-0.031172103163580073,5.453562054335177e-20,3908,False,0.0,2.38593339877164e-19,False
utility ~ first_coop,agent_game,opp_stratum,opp 1,-0.02690853749075871,-0.04590864665053293,-0.007908428330984488,-0.11545347845301601,-0.12225689108626481,-0.10865006581976722,1.4409512183464283e-242,6837,False,0.0,2.2414796729833332e-241,False
